"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "Species1pVal" "Species2pval" "MaxpVal"
"OG0017522" "Lodge" "Pinsyl_asmbl_84589.p1.p1" "Nor" "PICAB_chr12_M00003181243" " 2.04e-42" " 1.44e-39" " 1.44e-39"
"OG0007864" "Lodge" "Pinsyl_asmbl_142683.p1.p1" "Nor" "PICAB_chr08_M00002307387" " 4.20e-39" " 3.42e-40" " 4.20e-39"
"OG0005749" "Lodge" "Pinsyl_asmbl_64923.p1.p1" "Nor" "PICAB_chr05_M00001225386" " 6.30e-39" " 4.19e-39" " 6.30e-39"
"OG0020472" "Lodge" "Pinsyl_asmbl_79579.p1.p1" "Nor" "PICAB_chr10_M00002691279" " 4.22e-40" " 8.89e-39" " 8.89e-39"
"OG0019939" "Lodge" "Pinsyl_asmbl_72906.p1.p1" "Nor" "PICAB_chr05_M00001349647" " 6.13e-45" " 8.94e-39" " 8.94e-39"
"OG0019968" "Lodge" "Pinsyl_asmbl_71056.p1.p1" "Nor" "PICAB_chr05_M00001414496" " 1.16e-38" " 7.89e-44" " 1.16e-38"
"OG0020613" "Lodge" "Pinsyl_asmbl_17669.p1.p1" "Nor" "PICAB_chr11_M00003097192" " 5.79e-43" " 1.40e-38" " 1.40e-38"
"OG0020365" "Lodge" "Pinsyl_asmbl_115219.p1.p1" "Nor" "PICAB_chr09_M00002425676" " 1.73e-38" " 2.31e-42" " 1.73e-38"
"OG0020050" "Lodge" "Pinsyl_asmbl_14133.p1.p1" "Nor" "PICAB_chr06_M00001673996" " 1.22e-38" " 3.18e-38" " 3.18e-38"
"OG0004187" "Lodge" "Pinsyl_asmbl_136443.p1.p1" "Nor" "PICAB_chr10_M00002717054" " 9.14e-44" " 3.34e-38" " 3.34e-38"
"OG0017550" "Lodge" "Pinsyl_asmbl_131323.p1.p1" "Nor" "PICAB_chr12_M00003376275" " 8.64e-44" " 5.44e-38" " 5.44e-38"
"OG0019553" "Lodge" "Pinsyl_asmbl_25686.p1.p1" "Nor" "PICAB_chr01_M00000299846" " 9.33e-38" " 1.17e-39" " 9.33e-38"
"OG0003011" "Lodge" "Pinsyl_asmbl_115819.p1.p1" "Nor" "PICAB_chr04_M00000932596" " 1.80e-37" " 4.75e-39" " 1.80e-37"
"OG0009477" "Lodge" "Pinsyl_asmbl_59169.p1.p1" "Nor" "PICAB_chr04_M00001100026" " 1.18e-39" " 2.81e-37" " 2.81e-37"
"OG0007811" "Lodge" "Pinsyl_asmbl_132665.p1.p1" "Nor" "PICAB_chr11_M00003022314" " 3.46e-37" " 5.08e-48" " 3.46e-37"
"OG0017523" "Lodge" "Pinsyl_asmbl_84837.p1.p1" "Nor" "PICAB_chr12_M00003184318" " 7.18e-37" " 2.29e-38" " 7.18e-37"
"OG0019673" "Lodge" "Pinsyl_asmbl_27476.p1.p1" "Nor" "PICAB_chr03_M00000664632" " 9.38e-37" " 4.05e-40" " 9.38e-37"
"OG0013980" "Lodge" "Pinsyl_asmbl_65863.p1.p1" "Nor" "PICAB_chr03_M00000652548" " 6.84e-37" " 9.47e-37" " 9.47e-37"
"OG0015549" "Lodge" "Pinsyl_asmbl_121157.p1.p1" "Nor" "PICAB_chr11_M00003049109" " 6.49e-41" " 1.81e-36" " 1.81e-36"
"OG0025025" "Lodge" "Pinsyl_asmbl_34266.p1.p1" "Nor" "PICAB_chr04_M00000999289" " 6.08e-41" " 2.44e-36" " 2.44e-36"
"OG0017333" "Lodge" "Pinsyl_asmbl_86645.p1.p1" "Nor" "PICAB_chr07_M00001861993" " 9.63e-40" " 3.81e-36" " 3.81e-36"
"OG0020077" "Lodge" "Pinsyl_asmbl_131512.p1.p1" "Nor" "PICAB_chr06_M00001720824" " 4.90e-36" " 2.01e-41" " 4.90e-36"
"OG0020536" "Lodge" "Pinsyl_asmbl_105754.p1.p1" "Nor" "PICAB_chr10_M00002868489" " 4.55e-42" " 5.78e-36" " 5.78e-36"
"OG0008434" "Lodge" "Pinsyl_asmbl_69087.p1.p1" "Nor" "PICAB_chr05_M00001258087" " 1.54e-36" " 7.22e-36" " 7.22e-36"
"OG0009184" "Lodge" "Pinsyl_asmbl_2562.p1.p1" "Nor" "PICAB_chr04_M00001145096" " 3.04e-37" " 8.88e-36" " 8.88e-36"
"OG0005709" "Lodge" "Pinsyl_asmbl_38958.p1.p1" "Nor" "PICAB_chr02_M00000615570" " 1.22e-35" " 1.74e-39" " 1.22e-35"
"OG0010940" "Lodge" "Pinsyl_asmbl_122310.p1.p1" "Nor" "PICAB_chr09_M00002359058" " 1.69e-35" " 2.35e-38" " 1.69e-35"
"OG0008428" "Lodge" "Pinsyl_asmbl_47166.p1.p1" "Nor" "PICAB_chr01_M00000179598" " 1.73e-35" " 3.82e-37" " 1.73e-35"
"OG0012693" "Lodge" "Pinsyl_asmbl_109342.p1.p1" "Nor" "PICAB_chr05_M00001266752" " 1.95e-35" " 7.05e-40" " 1.95e-35"
"OG0020040" "Lodge" "Pinsyl_asmbl_12912.p1.p1" "Nor" "PICAB_chr06_M00001637996" " 2.23e-35" " 1.45e-40" " 2.23e-35"
"OG0020295" "Lodge" "Pinsyl_asmbl_85972.p1.p1" "Nor" "PICAB_chr08_M00002224368" " 5.32e-39" " 3.54e-35" " 3.54e-35"
"OG0020513" "Lodge" "Pinsyl_asmbl_117164.p1.p1" "Nor" "PICAB_chr10_M00002803175" " 4.79e-35" " 3.83e-48" " 4.79e-35"
"OG0017223" "Lodge" "Pinsyl_asmbl_9564.p1.p1" "Nor" "PICAB_chr05_M00001231420" " 6.69e-35" " 7.07e-44" " 6.69e-35"
"OG0013870" "Lodge" "Pinsyl_asmbl_113810.p1.p1" "Nor" "PICAB_chr02_M00000589191" " 6.89e-35" " 3.43e-35" " 6.89e-35"
"OG0020210" "Lodge" "Pinsyl_asmbl_85545.p1.p1" "Nor" "PICAB_chr07_M00002010570" " 9.90e-35" " 5.60e-38" " 9.90e-35"
"OG0017529" "Lodge" "Pinsyl_asmbl_33019.p1.p1" "Nor" "PICAB_chr12_M00003231467" " 1.46e-41" " 1.11e-34" " 1.11e-34"
"OG0002061" "Lodge" "Pinsyl_asmbl_15484.p1.p1" "Nor" "PICAB_chr08_M00002204995" " 8.17e-36" " 1.23e-34" " 1.23e-34"
"OG0020594" "Lodge" "Pinsyl_asmbl_121164.p1.p1" "Nor" "PICAB_chr11_M00003049039" " 3.40e-41" " 1.26e-34" " 1.26e-34"
"OG0011751" "Lodge" "Pinsyl_asmbl_104257.p1.p1" "Nor" "PICAB_chr07_M00001991847" " 1.53e-34" " 1.34e-39" " 1.53e-34"
"OG0014046" "Lodge" "Pinsyl_asmbl_119505.p1.p1" "Nor" "PICAB_chr06_M00001629792" " 2.14e-41" " 2.48e-34" " 2.48e-34"
"OG0013152" "Lodge" "Pinsyl_asmbl_81975.p1.p1" "Nor" "PICAB_chr02_M00000386794" " 6.35e-34" " 8.58e-41" " 6.35e-34"
"OG0019687" "Lodge" "Pinsyl_asmbl_69382.p1.p1" "Nor" "PICAB_chr03_M00000699546" " 4.20e-39" " 9.56e-34" " 9.56e-34"
"OG0009190" "Lodge" "Pinsyl_asmbl_116523.p1.p1" "Nor" "PICAB_chr08_M00002193475" " 1.19e-33" " 8.15e-41" " 1.19e-33"
"OG0017017" "Lodge" "Pinsyl_asmbl_118865.p1.p1" "Nor" "PICAB_chr01_M00000197799" " 8.41e-35" " 1.64e-33" " 1.64e-33"
"OG0003827" "Lodge" "Pinsyl_asmbl_61251.p1.p1" "Nor" "PICAB_chr09_M00002456873" " 1.68e-33" " 1.07e-33" " 1.68e-33"
"OG0003148" "Lodge" "Pinsyl_asmbl_60749.p1.p1" "Nor" "PICAB_chr01_M00000310910" " 1.96e-33" " 4.12e-34" " 1.96e-33"
"OG0015335" "Lodge" "Pinsyl_asmbl_115270.p1.p1" "Nor" "PICAB_chr02_M00000526507" " 2.48e-33" " 3.87e-40" " 2.48e-33"
"OG0005826" "Lodge" "Pinsyl_asmbl_127727.p1.p1" "Nor" "PICAB_chr01_M00000128381" " 4.68e-36" " 4.42e-33" " 4.42e-33"
"OG0015181" "Lodge" "Pinsyl_asmbl_68218.p1.p1" "Nor" "PICAB_chr09_M00002517322" " 2.92e-35" " 4.47e-33" " 4.47e-33"
"OG0013996" "Lodge" "Pinsyl_asmbl_137179.p1.p1" "Nor" "PICAB_chr03_M00000738046" " 8.92e-33" " 1.34e-35" " 8.92e-33"
"OG0016954" "Lodge" "Pinsyl_asmbl_101174.p1.p1" "Nor" "PICAB_cUL08_M00003503805" " 4.33e-35" " 1.50e-32" " 1.50e-32"
"OG0019979" "Lodge" "Pinsyl_asmbl_40673.p1.p1" "Nor" "PICAB_chr05_M00001472993" " 1.63e-32" " 8.94e-35" " 1.63e-32"
"OG0002503" "Lodge" "Pinsyl_asmbl_16088.p1.p1" "Nor" "PICAB_chr03_M00000883557" " 1.69e-32" " 1.87e-33" " 1.69e-32"
"OG0024806" "Lodge" "Pinsyl_asmbl_44578.p1.p1" "Nor" "PICAB_chr02_M00000379388" " 1.82e-33" " 2.56e-32" " 2.56e-32"
"OG0005030" "Lodge" "Pinsyl_asmbl_109750.p1.p1" "Nor" "PICAB_chr03_M00000887472" " 1.83e-32" " 2.99e-32" " 2.99e-32"
"OG0015478" "Lodge" "Pinsyl_asmbl_93769.p1.p1" "Nor" "PICAB_chr08_M00002165431" " 4.07e-32" " 1.90e-35" " 4.07e-32"
"OG0004265" "Lodge" "Pinsyl_asmbl_24024.p1.p1" "Nor" "PICAB_chr03_M00000793006" " 6.75e-32" " 4.10e-33" " 6.75e-32"
"OG0009948" "Lodge" "Pinsyl_asmbl_6055.p1.p1" "Nor" "PICAB_chr07_M00002048863" " 1.20e-31" " 2.69e-32" " 1.20e-31"
"OG0012815" "Lodge" "Pinsyl_asmbl_133407.p2.p1" "Nor" "PICAB_chr01_M00000261591" " 1.67e-31" " 4.25e-33" " 1.67e-31"
"OG0019539" "Lodge" "Pinsyl_asmbl_90693.p1.p1" "Nor" "PICAB_chr01_M00000264572" " 3.77e-31" " 3.70e-32" " 3.77e-31"
"OG0016690" "Lodge" "Pinsyl_asmbl_23847.p1.p1" "Nor" "PICAB_chr03_M00000655581" " 3.82e-31" " 1.10e-33" " 3.82e-31"
"OG0007809" "Lodge" "Pinsyl_asmbl_86848.p1.p1" "Nor" "PICAB_chr02_M00000581836" " 3.69e-33" " 8.61e-31" " 8.61e-31"
"OG0019702" "Lodge" "Pinsyl_asmbl_79258.p1.p1" "Nor" "PICAB_chr03_M00000722955" " 1.18e-30" " 2.06e-31" " 1.18e-30"
"OG0017391" "Lodge" "Pinsyl_asmbl_10038.p1.p1" "Nor" "PICAB_chr08_M00002272947" " 1.24e-30" " 9.32e-31" " 1.24e-30"
"OG0010786" "Lodge" "Pinsyl_asmbl_27073.p1.p1" "Nor" "PICAB_chr03_M00000808638" " 1.82e-30" " 2.36e-33" " 1.82e-30"
"OG0009118" "Lodge" "Pinsyl_asmbl_33145.p1.p1" "Nor" "PICAB_chr12_M00003392993" " 4.62e-30" " 6.10e-38" " 4.62e-30"
"OG0019944" "Lodge" "Pinsyl_asmbl_68620.p1.p1" "Nor" "PICAB_chr05_M00001367598" " 4.69e-30" " 1.93e-32" " 4.69e-30"
"OG0020714" "Lodge" "Pinsyl_asmbl_99453.p1.p1" "Nor" "PICAB_chr12_M00003402995" " 1.03e-29" " 2.34e-42" " 1.03e-29"
"OG0020154" "Lodge" "Pinsyl_asmbl_122520.p1.p1" "Nor" "PICAB_chr07_M00001887521" " 2.66e-30" " 1.24e-29" " 1.24e-29"
"OG0007205" "Lodge" "Pinsyl_asmbl_78496.p1.p1" "Nor" "PICAB_chr09_M00002545246" " 1.56e-29" " 2.75e-40" " 1.56e-29"
"OG0017536" "Lodge" "Pinsyl_asmbl_28689.p1.p1" "Nor" "PICAB_chr12_M00003276101" " 2.37e-29" " 3.79e-32" " 2.37e-29"
"OG0009821" "Lodge" "Pinsyl_asmbl_600.p1.p1" "Nor" "PICAB_chr03_M00000817947" " 2.42e-29" " 3.58e-30" " 2.42e-29"
"OG0008960" "Lodge" "Pinsyl_asmbl_131312.p1.p1" "Nor" "PICAB_chr12_M00003376469" " 3.36e-29" " 1.39e-32" " 3.36e-29"
"OG0020012" "Lodge" "Pinsyl_asmbl_93382.p1.p1" "Nor" "PICAB_chr06_M00001555051" " 1.18e-31" " 5.85e-29" " 5.85e-29"
"OG0020063" "Lodge" "Pinsyl_asmbl_42027.p1.p1" "Nor" "PICAB_chr06_M00001692926" " 1.24e-33" " 1.08e-28" " 1.08e-28"
"OG0015052" "Lodge" "Pinsyl_asmbl_100047.p1.p1" "Nor" "PICAB_chr02_M00000441115" " 1.67e-28" " 8.12e-33" " 1.67e-28"
"OG0007898" "Lodge" "Pinsyl_asmbl_78347.p1.p1" "Nor" "PICAB_chr09_M00002554678" " 2.57e-28" " 2.49e-34" " 2.57e-28"
"OG0011761" "Lodge" "Pinsyl_asmbl_93069.p1.p1" "Nor" "PICAB_chr11_M00003107838" " 3.42e-28" " 2.57e-37" " 3.42e-28"
"OG0003557" "Lodge" "Pinsyl_asmbl_65733.p1.p1" "Nor" "PICAB_chr03_M00000648312" " 3.55e-28" " 1.98e-29" " 3.55e-28"
"OG0015142" "Lodge" "Pinsyl_asmbl_142435.p1.p1" "Nor" "PICAB_chr06_M00001702156" " 5.77e-28" " 3.57e-30" " 5.77e-28"
"OG0015520" "Lodge" "Pinsyl_asmbl_141548.p1.p1" "Nor" "PICAB_chr10_M00002705436" " 6.30e-28" " 3.57e-36" " 6.30e-28"
"OG0001445" "Lodge" "Pinsyl_asmbl_23686.p1.p1" "Nor" "PICAB_chr04_M00001110260" " 1.10e-27" " 5.72e-30" " 1.10e-27"
"OG0010851" "Lodge" "Pinsyl_asmbl_46870.p1.p1" "Nor" "PICAB_chr07_M00001966488" " 1.23e-27" " 7.77e-39" " 1.23e-27"
"OG0019611" "Lodge" "Pinsyl_asmbl_94663.p1.p1" "Nor" "PICAB_chr02_M00000482578" " 6.39e-36" " 1.71e-27" " 1.71e-27"
"OG0011784" "Lodge" "Pinsyl_asmbl_55206.p1.p1" "Nor" "PICAB_chr01_M00000317783" " 3.54e-27" " 2.13e-27" " 3.54e-27"
"OG0010952" "Lodge" "Pinsyl_asmbl_3639.p1.p1" "Nor" "PICAB_chr12_M00003196052" " 3.90e-27" " 3.26e-28" " 3.90e-27"
"OG0015071" "Lodge" "Pinsyl_asmbl_84261.p1.p1" "Nor" "PICAB_chr02_M00000535182" " 3.94e-27" " 6.20e-32" " 3.94e-27"
"OG0020485" "Lodge" "Pinsyl_asmbl_21310.p1.p1" "Nor" "PICAB_chr10_M00002720576" " 4.15e-27" " 5.40e-28" " 4.15e-27"
"OG0020022" "Lodge" "Pinsyl_asmbl_35850.p1.p1" "Nor" "PICAB_chr06_M00001584633" " 5.97e-27" " 7.64e-28" " 5.97e-27"
"OG0016905" "Lodge" "Pinsyl_asmbl_12311.p1.p1" "Nor" "PICAB_chr04_M00001036822" " 1.13e-26" " 6.12e-29" " 1.13e-26"
"OG0008505" "Lodge" "Pinsyl_asmbl_112345.p1.p1" "Nor" "PICAB_chr11_M00002951718" " 1.61e-26" " 1.52e-26" " 1.61e-26"
"OG0016750" "Lodge" "Pinsyl_asmbl_664.p1.p1" "Nor" "PICAB_chr01_M00000069153" " 3.03e-28" " 2.36e-26" " 2.36e-26"
"OG0017516" "Lodge" "Pinsyl_asmbl_35223.p1.p1" "Nor" "PICAB_chr11_M00003131549" " 1.13e-28" " 2.37e-26" " 2.37e-26"
"OG0017128" "Lodge" "Pinsyl_asmbl_69651.p1.p1" "Nor" "PICAB_chr03_M00000713444" " 4.30e-27" " 2.84e-26" " 2.84e-26"
"OG0001085" "Lodge" "Pinsyl_asmbl_7119.p1.p1" "Nor" "PICAB_chr01_M00000075469" " 6.38e-26" " 6.51e-27" " 6.38e-26"
"OG0016916" "Lodge" "Pinsyl_asmbl_85810.p1.p1" "Nor" "PICAB_chr09_M00002537636" " 6.87e-26" " 4.02e-38" " 6.87e-26"
"OG0017533" "Lodge" "Pinsyl_asmbl_120643.p1.p1" "Nor" "PICAB_chr12_M00003258641" " 7.20e-26" " 2.90e-29" " 7.20e-26"
"OG0014808" "Lodge" "Pinsyl_asmbl_104101.p1.p1" "Nor" "PICAB_chr10_M00002708350" " 9.37e-28" " 8.50e-26" " 8.50e-26"
"OG0003982" "Lodge" "Pinsyl_asmbl_16001.p1.p1" "Nor" "PICAB_chr01_M00000214322" " 4.57e-31" " 8.98e-26" " 8.98e-26"
"OG0003669" "Lodge" "Pinsyl_asmbl_45235.p1.p1" "Nor" "PICAB_chr07_M00001844224" " 1.09e-28" " 1.01e-25" " 1.01e-25"
"OG0008502" "Lodge" "Pinsyl_asmbl_62200.p1.p1" "Nor" "PICAB_chr10_M00002666259" " 1.23e-25" " 3.81e-29" " 1.23e-25"
"OG0024934" "Lodge" "Pinsyl_asmbl_125141.p1.p1" "Nor" "PICAB_chr03_M00000756498" " 2.35e-29" " 1.52e-25" " 1.52e-25"
"OG0017217" "Lodge" "Pinsyl_asmbl_40387.p1.p1" "Nor" "PICAB_chr04_M00001178121" " 1.99e-25" " 6.19e-31" " 1.99e-25"
"OG0012725" "Lodge" "Pinsyl_asmbl_67713.p1.p1" "Nor" "PICAB_chr07_M00002040681" " 2.22e-25" " 4.23e-30" " 2.22e-25"
"OG0005759" "Lodge" "Pinsyl_asmbl_6793.p1.p1" "Nor" "PICAB_chr07_M00002032961" " 1.89e-26" " 2.58e-25" " 2.58e-25"
"OG0003370" "Lodge" "Pinsyl_asmbl_7797.p1.p1" "Nor" "PICAB_chr08_M00002119320" " 9.48e-27" " 3.47e-25" " 3.47e-25"
"OG0019558" "Lodge" "Pinsyl_asmbl_55396.p1.p1" "Nor" "PICAB_chr01_M00000316508" " 4.35e-25" " 4.18e-28" " 4.35e-25"
"OG0010790" "Lodge" "Pinsyl_asmbl_90238.p1.p1" "Nor" "PICAB_chr03_M00000675791" " 1.87e-27" " 4.83e-25" " 4.83e-25"
"OG0015218" "Lodge" "Pinsyl_asmbl_22537.p1.p1" "Nor" "PICAB_sUL07_M00001218958" " 5.77e-25" " 2.18e-25" " 5.77e-25"
"OG0020515" "Lodge" "Pinsyl_asmbl_105964.p1.p1" "Nor" "PICAB_chr10_M00002809671" " 7.36e-25" " 8.47e-32" " 7.36e-25"
"OG0013841" "Lodge" "Pinsyl_asmbl_99911.p1.p1" "Nor" "PICAB_chr02_M00000443823" " 9.08e-25" " 5.35e-25" " 9.08e-25"
"OG0019512" "Lodge" "Pinsyl_asmbl_78106.p1.p1" "Nor" "PICAB_chr01_M00000224526" " 1.03e-24" " 5.74e-28" " 1.03e-24"
"OG0006897" "Lodge" "Pinsyl_asmbl_18693.p1.p1" "Nor" "PICAB_chr02_M00000416223" " 5.34e-25" " 1.10e-24" " 1.10e-24"
"OG0008733" "Lodge" "Pinsyl_asmbl_26741.p1.p1" "Nor" "PICAB_chr04_M00001024432" " 1.22e-24" " 6.82e-26" " 1.22e-24"
"OG0008335" "Lodge" "Pinsyl_asmbl_2724.p1.p1" "Nor" "PICAB_chr04_M00001143786" " 1.41e-24" " 2.12e-31" " 1.41e-24"
"OG0015140" "Lodge" "Pinsyl_asmbl_18284.p1.p1" "Nor" "PICAB_chr07_M00001778245" " 9.11e-25" " 1.76e-24" " 1.76e-24"
"OG0025082" "Lodge" "Pinsyl_asmbl_19061.p1.p1" "Nor" "PICAB_chr04_M00001191594" " 8.29e-28" " 1.90e-24" " 1.90e-24"
"OG0004014" "Lodge" "Pinsyl_asmbl_44475.p1.p1" "Nor" "PICAB_chr02_M00000375538" " 7.78e-25" " 3.50e-24" " 3.50e-24"
"OG0005752" "Lodge" "Pinsyl_asmbl_9584.p1.p1" "Nor" "PICAB_chr07_M00001988309" " 4.26e-24" " 1.47e-25" " 4.26e-24"
"OG0015584" "Lodge" "Pinsyl_asmbl_37350.p1.p1" "Nor" "PICAB_sUL11_M00000001986" " 4.36e-24" " 1.56e-30" " 4.36e-24"
"OG0025050" "Lodge" "Pinsyl_asmbl_23713.p1.p1" "Nor" "PICAB_chr04_M00001115904" " 5.90e-24" " 8.52e-25" " 5.90e-24"
"OG0020363" "Lodge" "Pinsyl_asmbl_8721.p1.p1" "Nor" "PICAB_chr09_M00002423180" " 3.23e-23" " 2.62e-24" " 3.23e-23"
"OG0015209" "Lodge" "Pinsyl_asmbl_72884.p1.p1" "Nor" "PICAB_chr05_M00001350259" " 3.85e-23" " 9.92e-26" " 3.85e-23"
"OG0000841" "Lodge" "Pinsyl_asmbl_45279.p1.p1" "Nor" "PICAB_chr07_M00001843109" " 4.09e-23" " 4.07e-28" " 4.09e-23"
"OG0007208" "Lodge" "Pinsyl_asmbl_15210.p1.p1" "Nor" "PICAB_chr02_M00000417332" " 4.30e-23" " 3.80e-39" " 4.30e-23"
"OG0012779" "Lodge" "Pinsyl_asmbl_30744.p1.p1" "Nor" "PICAB_chr08_M00002072852" " 5.13e-23" " 3.02e-28" " 5.13e-23"
"OG0008425" "Lodge" "Pinsyl_asmbl_136183.p1.p1" "Nor" "PICAB_chr10_M00002738011" " 5.76e-23" " 1.77e-24" " 5.76e-23"
"OG0006355" "Lodge" "Pinsyl_asmbl_52548.p1.p1" "Nor" "PICAB_chr03_M00000761876" " 5.85e-23" " 3.75e-24" " 5.85e-23"
"OG0003429" "Lodge" "Pinsyl_asmbl_75927.p1.p1" "Nor" "PICAB_chr04_M00001021627" " 6.29e-28" " 6.13e-23" " 6.13e-23"
"OG0003840" "Lodge" "Pinsyl_asmbl_65227.p1.p1" "Nor" "PICAB_chr01_M00000057931" " 8.56e-23" " 1.31e-25" " 8.56e-23"
"OG0004990" "Lodge" "Pinsyl_asmbl_26372.p1.p1" "Nor" "PICAB_chr10_M00002685863" " 1.56e-24" " 9.18e-23" " 9.18e-23"
"OG0025454" "Lodge" "Pinsyl_asmbl_115186.p1.p1" "Nor" "PICAB_chr09_M00002426976" " 2.54e-28" " 9.33e-23" " 9.33e-23"
"OG0006154" "Lodge" "Pinsyl_asmbl_110466.p1.p1" "Nor" "PICAB_chr11_M00003003096" " 1.29e-22" " 1.39e-24" " 1.29e-22"
"OG0001431" "Lodge" "Pinsyl_asmbl_67064.p1.p1" "Nor" "PICAB_chr08_M00002189227" " 3.99e-24" " 1.35e-22" " 1.35e-22"
"OG0010019" "Lodge" "Pinsyl_asmbl_70528.p1.p1" "Nor" "PICAB_chr02_M00000384711" " 3.12e-22" " 8.21e-25" " 3.12e-22"
"OG0015219" "Lodge" "Pinsyl_asmbl_128580.p1.p1" "Nor" "PICAB_chr04_M00001016927" " 3.28e-22" " 1.24e-30" " 3.28e-22"
"OG0001125" "Lodge" "Pinsyl_asmbl_116950.p1.p1" "Nor" "PICAB_chr11_M00003085232" " 6.52e-24" " 5.09e-22" " 5.09e-22"
"OG0014077" "Lodge" "Pinsyl_asmbl_33011.p1.p1" "Nor" "PICAB_chr08_M00002193179" " 7.34e-24" " 5.90e-22" " 5.90e-22"
"OG0010777" "Lodge" "Pinsyl_asmbl_126113.p1.p1" "Nor" "PICAB_chr03_M00000807410" " 8.94e-22" " 6.48e-27" " 8.94e-22"
"OG0017000" "Lodge" "Pinsyl_asmbl_19220.p1.p1" "Nor" "PICAB_chr01_M00000099842" " 3.63e-27" " 1.26e-21" " 1.26e-21"
"OG0013830" "Lodge" "Pinsyl_asmbl_24804.p1.p1" "Nor" "PICAB_chr01_M00000277150" " 1.37e-21" " 6.39e-23" " 1.37e-21"
"OG0025455" "Lodge" "Pinsyl_asmbl_115187.p1.p1" "Nor" "PICAB_chr09_M00002426988" " 6.92e-24" " 1.56e-21" " 1.56e-21"
"OG0019972" "Lodge" "Pinsyl_asmbl_93208.p1.p1" "Nor" "PICAB_chr05_M00001439907" " 4.91e-26" " 1.70e-21" " 1.70e-21"
"OG0020048" "Lodge" "Pinsyl_asmbl_104387.p1.p1" "Nor" "PICAB_chr06_M00001665730" " 1.75e-21" " 3.98e-23" " 1.75e-21"
"OG0019386" "Lodge" "Pinsyl_asmbl_12530.p1.p1" "Nor" "PICAB_cUL09_M00003473054" " 2.78e-21" " 3.40e-22" " 2.78e-21"
"OG0019655" "Lodge" "Pinsyl_asmbl_46079.p1.p1" "Nor" "PICAB_chr02_M00000587459" " 2.86e-21" " 9.95e-24" " 2.86e-21"
"OG0020234" "Lodge" "Pinsyl_asmbl_67042.p1.p1" "Nor" "PICAB_chr08_M00002072304" " 3.25e-21" " 1.61e-22" " 3.25e-21"
"OG0008093" "Lodge" "Pinsyl_asmbl_96923.p1.p1" "Nor" "PICAB_chr12_M00003238780" " 4.28e-21" " 2.91e-21" " 4.28e-21"
"OG0019700" "Lodge" "Pinsyl_asmbl_79202.p1.p1" "Nor" "PICAB_chr03_M00000721938" " 1.90e-21" " 4.91e-21" " 4.91e-21"
"OG0007255" "Lodge" "Pinsyl_asmbl_10361.p1.p1" "Nor" "PICAB_chr09_M00002618579" " 5.20e-21" " 3.63e-26" " 5.20e-21"
"OG0004969" "Lodge" "Pinsyl_asmbl_65605.p1.p1" "Nor" "PICAB_cUL05_M00003464060" " 6.54e-21" " 4.65e-22" " 6.54e-21"
"OG0007242" "Lodge" "Pinsyl_asmbl_105742.p1.p1" "Nor" "PICAB_chr04_M00000943515" " 9.80e-24" " 6.88e-21" " 6.88e-21"
"OG0006533" "Lodge" "Pinsyl_asmbl_52009.p1.p1" "Nor" "PICAB_chr06_M00001613411" " 4.75e-24" " 7.03e-21" " 7.03e-21"
"OG0008172" "Lodge" "Pinsyl_asmbl_100489.p1.p1" "Nor" "PICAB_chr11_M00003038273" " 1.53e-21" " 9.27e-21" " 9.27e-21"
"OG0009169" "Lodge" "Pinsyl_asmbl_91420.p1.p1" "Nor" "PICAB_chr11_M00003153212" " 1.25e-20" " 1.71e-22" " 1.25e-20"
"OG0006668" "Lodge" "Pinsyl_asmbl_27083.p1.p1" "Nor" "PICAB_chr03_M00000809118" " 3.74e-21" " 1.39e-20" " 1.39e-20"
"OG0020583" "Lodge" "Pinsyl_asmbl_119575.p1.p1" "Nor" "PICAB_chr11_M00002999458" " 1.52e-20" " 1.07e-22" " 1.52e-20"
"OG0019908" "Lodge" "Pinsyl_asmbl_52637.p1.p1" "Nor" "PICAB_chr05_M00001274420" " 1.76e-20" " 4.58e-23" " 1.76e-20"
"OG0024739" "Lodge" "Pinsyl_asmbl_44883.p2.p1" "Nor" "PICAB_chr01_M00000205418" " 6.17e-23" " 3.75e-20" " 3.75e-20"
"OG0013828" "Lodge" "Pinsyl_asmbl_111452.p1.p1" "Nor" "PICAB_chr06_M00001726506" " 1.78e-25" " 3.89e-20" " 3.89e-20"
"OG0012889" "Lodge" "Pinsyl_asmbl_36665.p1.p1" "Nor" "PICAB_chr07_M00001813356" " 4.40e-20" " 7.00e-27" " 4.40e-20"
"OG0007122" "Lodge" "Pinsyl_asmbl_112324.p1.p1" "Nor" "PICAB_chr11_M00002952165" " 3.66e-20" " 4.92e-20" " 4.92e-20"
"OG0015522" "Lodge" "Pinsyl_asmbl_126978.p1.p1" "Nor" "PICAB_chr10_M00002715959" " 7.51e-20" " 2.35e-22" " 7.51e-20"
"OG0015122" "Lodge" "Pinsyl_asmbl_8924.p1.p1" "Nor" "PICAB_chr12_M00003296666" " 1.58e-19" " 3.63e-23" " 1.58e-19"
"OG0020568" "Lodge" "Pinsyl_asmbl_20790.p1.p1" "Nor" "PICAB_chr11_M00002944149" " 3.66e-22" " 2.19e-19" " 2.19e-19"
